Date,Market,Open,Jodi,Close,Jodis,Pattis
05/10/2021,Rajdhani Night,258,56.0,556,,
06/10/2021,Rajdhani Night,199,98.0,233,,
07/10/2021,Rajdhani Night,249,58.0,134,,
08/10/2021,Rajdhani Night,467,77.0,890,,
11/10/2021,Rajdhani Night,149,48.0,459,,
12/10/2021,Rajdhani Night,170,81.0,290,,
13/10/2021,Rajdhani Night,134,82.0,237,,
14/10/2021,Rajdhani Night,123,60.0,569,,
15/10/2021,Rajdhani Night,240,65.0,168,,
18/10/2021,Rajdhani Night,135,94.0,347,,
19/10/2021,Rajdhani Night,240,68.0,116,,
20/10/2021,Rajdhani Night,247,36.0,123,,
21/10/2021,Rajdhani Night,900,93.0,157,,
22/10/2021,Rajdhani Night,790,62.0,237,,
25/10/2021,Rajdhani Night,347,41.0,146,,
26/10/2021,Rajdhani Night,245,11.0,335,,
27/10/2021,Rajdhani Night,356,46.0,448,,
28/10/2021,Rajdhani Night,579,13.0,580,,
29/10/2021,Rajdhani Night,256,31.0,236,,
09/11/2021,Rajdhani Night,578,7.0,890,,
10/11/2021,Rajdhani Night,280,8.0,170,,
11/11/2021,Rajdhani Night,778,25.0,447,,
12/11/2021,Rajdhani Night,689,39.0,478,,
15/11/2021,Rajdhani Night,568,91.0,678,,
16/11/2021,Rajdhani Night,366,57.0,124,,
17/11/2021,Rajdhani Night,168,57.0,359,,
18/11/2021,Rajdhani Night,180,91.0,245,,
19/11/2021,Rajdhani Night,250,73.0,229,,
22/11/2021,Rajdhani Night,224,84.0,590,,
23/11/2021,Rajdhani Night,440,87.0,467,,
24/11/2021,Rajdhani Night,246,20.0,226,,
25/11/2021,Rajdhani Night,488,1.0,100,,
26/11/2021,Rajdhani Night,139,39.0,667,,
29/11/2021,Rajdhani Night,356,41.0,560,,
30/11/2021,Rajdhani Night,880,65.0,690,,
01/12/2021,Rajdhani Night,249,57.0,124,,
02/12/2021,Rajdhani Night,117,92.0,228,,
03/12/2021,Rajdhani Night,120,35.0,140,,
06/12/2021,Rajdhani Night,599,30.0,280,,
07/12/2021,Rajdhani Night,129,22.0,147,,
08/12/2021,Rajdhani Night,480,21.0,588,,
09/12/2021,Rajdhani Night,167,46.0,178,,
10/12/2021,Rajdhani Night,189,82.0,138,,
13/12/2021,Rajdhani Night,559,91.0,128,,
14/12/2021,Rajdhani Night,189,88.0,567,,
15/12/2021,Rajdhani Night,356,49.0,360,,
16/12/2021,Rajdhani Night,399,12.0,147,,
17/12/2021,Rajdhani Night,158,49.0,469,,
20/12/2021,Rajdhani Night,569,0.0,244,,
21/12/2021,Rajdhani Night,780,54.0,356,,
22/12/2021,Rajdhani Night,159,58.0,233,,
23/12/2021,Rajdhani Night,244,3.0,300,,
24/12/2021,Rajdhani Night,789,43.0,148,,
27/12/2021,Rajdhani Night,140,53.0,166,,
28/12/2021,Rajdhani Night,147,23.0,148,,
29/12/2021,Rajdhani Night,390,26.0,268,,
30/12/2021,Rajdhani Night,267,55.0,168,,
31/12/2021,Rajdhani Night,790,60.0,460,,
03/01/2022,Rajdhani Night,669,15.0,140,,
04/01/2022,Rajdhani Night,357,53.0,779,,
05/01/2022,Rajdhani Night,334,5.0,348,,
06/01/2022,Rajdhani Night,235,4.0,347,,
07/01/2022,Rajdhani Night,578,4.0,248,,
10/01/2022,Rajdhani Night,158,43.0,139,,
11/01/2022,Rajdhani Night,137,10.0,190,,
12/01/2022,Rajdhani Night,678,17.0,368,,
13/01/2022,Rajdhani Night,348,51.0,579,,
14/01/2022,Rajdhani Night,679,28.0,800,,
17/01/2022,Rajdhani Night,599,31.0,560,,
18/01/2022,Rajdhani Night,399,12.0,200,,
19/01/2022,Rajdhani Night,125,84.0,680,,
20/01/2022,Rajdhani Night,459,82.0,480,,
21/01/2022,Rajdhani Night,456,52.0,390,,
24/01/2022,Rajdhani Night,349,66.0,123,,
25/01/2022,Rajdhani Night,159,54.0,356,,
27/01/2022,Rajdhani Night,112,46.0,169,,
28/01/2022,Rajdhani Night,488,3.0,120,,
31/01/2022,Rajdhani Night,289,94.0,220,,
01/02/2022,Rajdhani Night,126,94.0,400,,
02/02/2022,Rajdhani Night,158,48.0,189,,
03/02/2022,Rajdhani Night,277,67.0,160,,
04/02/2022,Rajdhani Night,137,15.0,456,,
07/02/2022,Rajdhani Night,479,4.0,239,,
08/02/2022,Rajdhani Night,168,53.0,599,,
09/02/2022,Rajdhani Night,390,29.0,478,,
10/02/2022,Rajdhani Night,149,41.0,380,,
11/02/2022,Rajdhani Night,369,85.0,249,,
14/02/2022,Rajdhani Night,255,21.0,290,,
15/02/2022,Rajdhani Night,230,57.0,368,,
16/02/2022,Rajdhani Night,244,3.0,779,,
17/02/2022,Rajdhani Night,150,64.0,220,,
18/02/2022,Rajdhani Night,469,94.0,338,,
21/02/2022,Rajdhani Night,330,63.0,670,,
22/02/2022,Rajdhani Night,130,43.0,157,,
23/02/2022,Rajdhani Night,799,57.0,340,,
24/02/2022,Rajdhani Night,346,33.0,256,,
25/02/2022,Rajdhani Night,470,17.0,377,,
28/02/2022,Rajdhani Night,156,20.0,479,,
01/03/2022,Rajdhani Night,790,61.0,128,,
02/03/2022,Rajdhani Night,156,22.0,345,,
03/03/2022,Rajdhani Night,257,40.0,136,,
04/03/2022,Rajdhani Night,134,80.0,235,,
07/03/2022,Rajdhani Night,129,28.0,477,,
08/03/2022,Rajdhani Night,560,13.0,337,,
09/03/2022,Rajdhani Night,900,90.0,460,,
10/03/2022,Rajdhani Night,346,33.0,148,,
11/03/2022,Rajdhani Night,356,41.0,146,,
14/03/2022,Rajdhani Night,179,70.0,460,,
15/03/2022,Rajdhani Night,247,31.0,777,,
16/03/2022,Rajdhani Night,467,74.0,680,,
17/03/2022,Rajdhani Night,120,31.0,579,,
21/03/2022,Rajdhani Night,467,75.0,249,,
22/03/2022,Rajdhani Night,290,19.0,469,,
23/03/2022,Rajdhani Night,690,55.0,140,,
24/03/2022,Rajdhani Night,158,42.0,570,,
25/03/2022,Rajdhani Night,179,77.0,368,,
28/03/2022,Rajdhani Night,480,24.0,266,,
29/03/2022,Rajdhani Night,124,71.0,245,,
30/03/2022,Rajdhani Night,450,96.0,150,,
31/03/2022,Rajdhani Night,139,39.0,289,,
01/04/2022,Rajdhani Night,145,1.0,245,,
04/04/2022,Rajdhani Night,568,95.0,258,,
05/04/2022,Rajdhani Night,488,2.0,246,,
06/04/2022,Rajdhani Night,689,33.0,346,,
07/04/2022,Rajdhani Night,249,57.0,160,,
08/04/2022,Rajdhani Night,578,2.0,156,,
11/04/2022,Rajdhani Night,590,43.0,139,,
12/04/2022,Rajdhani Night,557,77.0,269,,
13/04/2022,Rajdhani Night,137,13.0,157,,
14/04/2022,Rajdhani Night,357,52.0,255,,
15/04/2022,Rajdhani Night,145,9.0,360,,
18/04/2022,Rajdhani Night,455,44.0,789,,
19/04/2022,Rajdhani Night,680,49.0,180,,
20/04/2022,Rajdhani Night,448,69.0,234,,
21/04/2022,Rajdhani Night,156,22.0,138,,
22/04/2022,Rajdhani Night,127,8.0,468,,
25/04/2022,Rajdhani Night,889,57.0,115,,
26/04/2022,Rajdhani Night,258,50.0,389,,
27/04/2022,Rajdhani Night,340,74.0,356,,
28/04/2022,Rajdhani Night,460,0.0,488,,
29/04/2022,Rajdhani Night,699,40.0,569,,
02/05/2022,Rajdhani Night,237,27.0,368,,
03/05/2022,Rajdhani Night,580,32.0,228,,
04/05/2022,Rajdhani Night,369,85.0,690,,
05/05/2022,Rajdhani Night,247,38.0,459,,
06/05/2022,Rajdhani Night,256,39.0,234,,
09/05/2022,Rajdhani Night,389,6.0,178,,
10/05/2022,Rajdhani Night,225,94.0,590,,
12/05/2022,Rajdhani Night,228,26.0,268,,
13/05/2022,Rajdhani Night,489,15.0,168,,
16/05/2022,Rajdhani Night,349,65.0,348,,
17/05/2022,Rajdhani Night,134,81.0,128,,
18/05/2022,Rajdhani Night,800,86.0,178,,
19/05/2022,Rajdhani Night,346,32.0,570,,
20/05/2022,Rajdhani Night,477,86.0,349,,
23/05/2022,Rajdhani Night,148,32.0,138,,
24/05/2022,Rajdhani Night,678,17.0,160,,
25/05/2022,Rajdhani Night,569,6.0,114,,
26/05/2022,Rajdhani Night,250,78.0,170,,
27/05/2022,Rajdhani Night,556,63.0,256,,
30/05/2022,Rajdhani Night,118,0.0,136,,
31/05/2022,Rajdhani Night,190,2.0,156,,
01/06/2022,Rajdhani Night,147,25.0,690,,
02/06/2022,Rajdhani Night,179,79.0,135,,
03/06/2022,Rajdhani Night,379,90.0,127,,
06/06/2022,Rajdhani Night,236,13.0,580,,
07/06/2022,Rajdhani Night,150,60.0,334,,
08/06/2022,Rajdhani Night,126,96.0,880,,
09/06/2022,Rajdhani Night,700,78.0,134,,
10/06/2022,Rajdhani Night,110,25.0,366,,
13/06/2022,Rajdhani Night,244,1.0,579,,
14/06/2022,Rajdhani Night,389,4.0,266,,
15/06/2022,Rajdhani Night,147,22.0,499,,
16/06/2022,Rajdhani Night,126,98.0,134,,
17/06/2022,Rajdhani Night,260,84.0,130,,
20/06/2022,Rajdhani Night,169,62.0,200,,
21/06/2022,Rajdhani Night,449,76.0,457,,
22/06/2022,Rajdhani Night,150,60.0,578,,
23/06/2022,Rajdhani Night,133,76.0,277,,
24/06/2022,Rajdhani Night,190,3.0,256,,
27/06/2022,Rajdhani Night,238,33.0,148,,
28/06/2022,Rajdhani Night,340,74.0,266,,
29/06/2022,Rajdhani Night,150,69.0,469,,
30/06/2022,Rajdhani Night,226,8.0,459,,
01/07/2022,Rajdhani Night,457,69.0,360,,
04/07/2022,Rajdhani Night,169,66.0,899,,
05/07/2022,Rajdhani Night,147,23.0,157,,
06/07/2022,Rajdhani Night,124,75.0,780,,
07/07/2022,Rajdhani Night,249,54.0,158,,
08/07/2022,Rajdhani Night,600,62.0,138,,
11/07/2022,Rajdhani Night,270,97.0,340,,
12/07/2022,Rajdhani Night,190,2.0,688,,
13/07/2022,Rajdhani Night,560,12.0,237,,
14/07/2022,Rajdhani Night,177,54.0,699,,
15/07/2022,Rajdhani Night,558,80.0,190,,
18/07/2022,Rajdhani Night,690,53.0,139,,
19/07/2022,Rajdhani Night,224,80.0,280,,
20/07/2022,Rajdhani Night,780,59.0,180,,
21/07/2022,Rajdhani Night,126,93.0,445,,
22/07/2022,Rajdhani Night,229,32.0,336,,
25/07/2022,Rajdhani Night,700,77.0,340,,
26/07/2022,Rajdhani Night,270,92.0,570,,
27/07/2022,Rajdhani Night,350,80.0,677,,
28/07/2022,Rajdhani Night,259,66.0,367,,
29/07/2022,Rajdhani Night,356,44.0,158,,
01/08/2022,Rajdhani Night,130,46.0,349,,
02/08/2022,Rajdhani Night,280,4.0,248,,
03/08/2022,Rajdhani Night,128,18.0,369,,
04/08/2022,Rajdhani Night,127,1.0,137,,
05/08/2022,Rajdhani Night,389,6.0,367,,
08/08/2022,Rajdhani Night,269,77.0,115,,
09/08/2022,Rajdhani Night,447,58.0,233,,
10/08/2022,Rajdhani Night,267,50.0,244,,
11/08/2022,Rajdhani Night,134,87.0,467,,
12/08/2022,Rajdhani Night,136,2.0,147,,
16/08/2022,Rajdhani Night,470,17.0,188,,
17/08/2022,Rajdhani Night,348,52.0,156,,
18/08/2022,Rajdhani Night,170,82.0,147,,
19/08/2022,Rajdhani Night,389,9.0,225,,
22/08/2022,Rajdhani Night,450,92.0,336,,
23/08/2022,Rajdhani Night,778,26.0,259,,
24/08/2022,Rajdhani Night,236,15.0,690,,
25/08/2022,Rajdhani Night,790,62.0,499,,
26/08/2022,Rajdhani Night,399,13.0,166,,
29/08/2022,Rajdhani Night,179,74.0,770,,
30/08/2022,Rajdhani Night,689,34.0,590,,
31/08/2022,Rajdhani Night,588,15.0,366,,
01/09/2022,Rajdhani Night,346,31.0,579,,
02/09/2022,Rajdhani Night,478,98.0,800,,
05/09/2022,Rajdhani Night,377,75.0,168,,
06/09/2022,Rajdhani Night,170,88.0,288,,
07/09/2022,Rajdhani Night,590,47.0,133,,
08/09/2022,Rajdhani Night,568,95.0,140,,
09/09/2022,Rajdhani Night,177,52.0,246,,
12/09/2022,Rajdhani Night,238,38.0,260,,
13/09/2022,Rajdhani Night,460,6.0,277,,
14/09/2022,Rajdhani Night,247,31.0,155,,
15/09/2022,Rajdhani Night,470,13.0,157,,
16/09/2022,Rajdhani Night,257,41.0,588,,
19/09/2022,Rajdhani Night,122,50.0,550,,
20/09/2022,Rajdhani Night,127,0.0,145,,
21/09/2022,Rajdhani Night,245,13.0,445,,
22/09/2022,Rajdhani Night,356,43.0,670,,
23/09/2022,Rajdhani Night,238,38.0,459,,
26/09/2022,Rajdhani Night,118,0.0,479,,
27/09/2022,Rajdhani Night,189,86.0,880,,
28/09/2022,Rajdhani Night,478,91.0,380,,
29/09/2022,Rajdhani Night,890,71.0,137,,
30/09/2022,Rajdhani Night,678,15.0,357,,
03/10/2022,Rajdhani Night,480,27.0,124,,
04/10/2022,Rajdhani Night,267,56.0,240,,
05/10/2022,Rajdhani Night,799,56.0,114,,
06/10/2022,Rajdhani Night,900,93.0,148,,
07/10/2022,Rajdhani Night,144,95.0,230,,
10/10/2022,Rajdhani Night,560,13.0,580,,
11/10/2022,Rajdhani Night,670,35.0,799,,
12/10/2022,Rajdhani Night,249,52.0,679,,
13/10/2022,Rajdhani Night,368,73.0,256,,
14/10/2022,Rajdhani Night,157,35.0,140,,
17/10/2022,Rajdhani Night,117,97.0,223,,
18/10/2022,Rajdhani Night,148,31.0,399,,
19/10/2022,Rajdhani Night,146,11.0,470,,
20/10/2022,Rajdhani Night,168,59.0,450,,
21/10/2022,Rajdhani Night,256,35.0,889,,
31/10/2022,Rajdhani Night,270,96.0,457,,
01/11/2022,Rajdhani Night,569,0.0,460,,
02/11/2022,Rajdhani Night,558,89.0,234,,
03/11/2022,Rajdhani Night,679,26.0,240,,
04/11/2022,Rajdhani Night,240,67.0,124,,
07/11/2022,Rajdhani Night,280,6.0,150,,
08/11/2022,Rajdhani Night,149,42.0,147,,
09/11/2022,Rajdhani Night,169,64.0,338,,
10/11/2022,Rajdhani Night,144,95.0,339,,
11/11/2022,Rajdhani Night,136,3.0,346,,
14/11/2022,Rajdhani Night,257,44.0,680,,
15/11/2022,Rajdhani Night,778,27.0,124,,
16/11/2022,Rajdhani Night,590,43.0,157,,
17/11/2022,Rajdhani Night,120,39.0,360,,
18/11/2022,Rajdhani Night,566,77.0,340,,
21/11/2022,Rajdhani Night,378,85.0,889,,
22/11/2022,Rajdhani Night,367,62.0,237,,
23/11/2022,Rajdhani Night,234,97.0,188,,
24/11/2022,Rajdhani Night,156,20.0,136,,
25/11/2022,Rajdhani Night,124,71.0,146,,
28/11/2022,Rajdhani Night,336,20.0,235,,
29/11/2022,Rajdhani Night,677,1.0,335,,
30/11/2022,Rajdhani Night,368,74.0,455,,
01/12/2022,Rajdhani Night,129,26.0,448,,
02/12/2022,Rajdhani Night,389,9.0,289,,
05/12/2022,Rajdhani Night,169,61.0,245,,
06/12/2022,Rajdhani Night,667,96.0,556,,
07/12/2022,Rajdhani Night,470,15.0,780,,
08/12/2022,Rajdhani Night,369,83.0,346,,
09/12/2022,Rajdhani Night,117,90.0,244,,
12/12/2022,Rajdhani Night,350,86.0,349,,
13/12/2022,Rajdhani Night,257,48.0,170,,
14/12/2022,Rajdhani Night,280,4.0,220,,
15/12/2022,Rajdhani Night,347,46.0,457,,
16/12/2022,Rajdhani Night,255,27.0,115,,
19/12/2022,Rajdhani Night,269,73.0,256,,
20/12/2022,Rajdhani Night,125,88.0,369,,
21/12/2022,Rajdhani Night,145,2.0,390,,
22/12/2022,Rajdhani Night,349,68.0,477,,
23/12/2022,Rajdhani Night,579,10.0,136,,
26/12/2022,Rajdhani Night,346,34.0,239,,
27/12/2022,Rajdhani Night,477,88.0,279,,
28/12/2022,Rajdhani Night,457,63.0,689,,
29/12/2022,Rajdhani Night,449,79.0,126,,
30/12/2022,Rajdhani Night,168,59.0,388,,
02/01/2023,Rajdhani Night,334,2.0,336,,
03/01/2023,Rajdhani Night,169,67.0,179,,
04/01/2023,Rajdhani Night,490,38.0,378,,
05/01/2023,Rajdhani Night,147,23.0,355,,
06/01/2023,Rajdhani Night,137,17.0,890,,
09/01/2023,Rajdhani Night,689,34.0,158,,
10/01/2023,Rajdhani Night,177,58.0,468,,
11/01/2023,Rajdhani Night,150,60.0,127,,
12/01/2023,Rajdhani Night,145,6.0,457,,
13/01/2023,Rajdhani Night,799,56.0,349,,
16/01/2023,Rajdhani Night,117,97.0,557,,
17/01/2023,Rajdhani Night,179,72.0,228,,
18/01/2023,Rajdhani Night,360,98.0,134,,
19/01/2023,Rajdhani Night,470,18.0,224,,
20/01/2023,Rajdhani Night,179,75.0,339,,
23/01/2023,Rajdhani Night,125,89.0,289,,
24/01/2023,Rajdhani Night,133,76.0,349,,
25/01/2023,Rajdhani Night,255,21.0,560,,
27/01/2023,Rajdhani Night,167,40.0,370,,
30/01/2023,Rajdhani Night,129,24.0,770,,
31/01/2023,Rajdhani Night,566,73.0,580,,
01/02/2023,Rajdhani Night,239,40.0,280,,
02/02/2023,Rajdhani Night,340,78.0,170,,
03/02/2023,Rajdhani Night,138,23.0,148,,
06/02/2023,Rajdhani Night,458,76.0,790,,
07/02/2023,Rajdhani Night,590,46.0,600,,
08/02/2023,Rajdhani Night,288,87.0,890,,
09/02/2023,Rajdhani Night,155,15.0,159,,
10/02/2023,Rajdhani Night,138,28.0,134,,
13/02/2023,Rajdhani Night,258,53.0,148,,
14/02/2023,Rajdhani Night,345,21.0,119,,
15/02/2023,Rajdhani Night,136,8.0,116,,
16/02/2023,Rajdhani Night,688,21.0,245,,
17/02/2023,Rajdhani Night,790,69.0,289,,
20/02/2023,Rajdhani Night,458,70.0,370,,
21/02/2023,Rajdhani Night,189,80.0,226,,
22/02/2023,Rajdhani Night,125,84.0,680,,
23/02/2023,Rajdhani Night,138,21.0,489,,
24/02/2023,Rajdhani Night,800,82.0,480,,
27/02/2023,Rajdhani Night,146,18.0,189,,
28/02/2023,Rajdhani Night,569,1.0,579,,
01/03/2023,Rajdhani Night,147,23.0,229,,
02/03/2023,Rajdhani Night,279,82.0,147,,
03/03/2023,Rajdhani Night,126,93.0,247,,
06/03/2023,Rajdhani Night,246,23.0,256,,
07/03/2023,Rajdhani Night,550,9.0,379,,
09/03/2023,Rajdhani Night,566,78.0,468,,
10/03/2023,Rajdhani Night,456,53.0,148,,
13/03/2023,Rajdhani Night,289,98.0,233,,
14/03/2023,Rajdhani Night,160,74.0,590,,
15/03/2023,Rajdhani Night,256,37.0,133,,
16/03/2023,Rajdhani Night,348,56.0,358,,
17/03/2023,Rajdhani Night,115,70.0,479,,
20/03/2023,Rajdhani Night,146,19.0,270,,
21/03/2023,Rajdhani Night,340,74.0,149,,
22/03/2023,Rajdhani Night,468,85.0,177,,
23/03/2023,Rajdhani Night,389,3.0,490,,
24/03/2023,Rajdhani Night,130,42.0,129,,
27/03/2023,Rajdhani Night,578,4.0,266,,
28/03/2023,Rajdhani Night,490,34.0,680,,
29/03/2023,Rajdhani Night,170,87.0,566,,
30/03/2023,Rajdhani Night,127,3.0,139,,
31/03/2023,Rajdhani Night,136,5.0,690,,
03/04/2023,Rajdhani Night,900,94.0,266,,
04/04/2023,Rajdhani Night,459,85.0,447,,
05/04/2023,Rajdhani Night,677,9.0,379,,
06/04/2023,Rajdhani Night,270,94.0,130,,
07/04/2023,Rajdhani Night,780,59.0,289,,
10/04/2023,Rajdhani Night,250,77.0,269,,
11/04/2023,Rajdhani Night,389,4.0,149,,
12/04/2023,Rajdhani Night,223,72.0,688,,
13/04/2023,Rajdhani Night,469,92.0,499,,
14/04/2023,Rajdhani Night,457,65.0,780,,
17/04/2023,Rajdhani Night,680,44.0,257,,
18/04/2023,Rajdhani Night,335,19.0,360,,
19/04/2023,Rajdhani Night,379,95.0,267,,
20/04/2023,Rajdhani Night,358,68.0,567,,
21/04/2023,Rajdhani Night,249,51.0,290,,
24/04/2023,Rajdhani Night,789,42.0,679,,
25/04/2023,Rajdhani Night,228,22.0,147,,
26/04/2023,Rajdhani Night,245,12.0,228,,
27/04/2023,Rajdhani Night,189,83.0,300,,
28/04/2023,Rajdhani Night,358,63.0,157,,
01/05/2023,Rajdhani Night,339,51.0,678,,
02/05/2023,Rajdhani Night,358,67.0,250,,
03/05/2023,Rajdhani Night,567,83.0,120,,
04/05/2023,Rajdhani Night,147,25.0,799,,
05/05/2023,Rajdhani Night,129,25.0,159,,
08/05/2023,Rajdhani Night,677,2.0,110,,
09/05/2023,Rajdhani Night,145,0.0,235,,
10/05/2023,Rajdhani Night,340,73.0,139,,
11/05/2023,Rajdhani Night,158,46.0,114,,
12/05/2023,Rajdhani Night,245,14.0,239,,
15/05/2023,Rajdhani Night,288,84.0,789,,
16/05/2023,Rajdhani Night,456,59.0,469,,
17/05/2023,Rajdhani Night,678,19.0,234,,
18/05/2023,Rajdhani Night,369,86.0,330,,
19/05/2023,Rajdhani Night,110,24.0,149,,
22/05/2023,Rajdhani Night,145,5.0,780,,
23/05/2023,Rajdhani Night,457,67.0,160,,
24/05/2023,Rajdhani Night,290,13.0,256,,
25/05/2023,Rajdhani Night,245,17.0,359,,
26/05/2023,Rajdhani Night,345,20.0,389,,
29/05/2023,Rajdhani Night,224,88.0,459,,
30/05/2023,Rajdhani Night,236,10.0,677,,
31/05/2023,Rajdhani Night,355,39.0,469,,
01/06/2023,Rajdhani Night,389,0.0,479,,
02/06/2023,Rajdhani Night,556,65.0,357,,
05/06/2023,Rajdhani Night,379,95.0,230,,
06/06/2023,Rajdhani Night,179,77.0,160,,
07/06/2023,Rajdhani Night,589,24.0,167,,
08/06/2023,Rajdhani Night,588,18.0,134,,
09/06/2023,Rajdhani Night,560,13.0,247,,
12/06/2023,Rajdhani Night,246,21.0,489,,
13/06/2023,Rajdhani Night,289,93.0,337,,
14/06/2023,Rajdhani Night,123,61.0,245,,
15/06/2023,Rajdhani Night,477,83.0,788,,
16/06/2023,Rajdhani Night,150,60.0,190,,
19/06/2023,Rajdhani Night,688,23.0,490,,
20/06/2023,Rajdhani Night,356,40.0,299,,
21/06/2023,Rajdhani Night,690,57.0,467,,
22/06/2023,Rajdhani Night,679,26.0,259,,
23/06/2023,Rajdhani Night,220,45.0,348,,
26/06/2023,Rajdhani Night,367,61.0,678,,
27/06/2023,Rajdhani Night,150,67.0,160,,
28/06/2023,Rajdhani Night,557,78.0,134,,
29/06/2023,Rajdhani Night,155,11.0,245,,
30/06/2023,Rajdhani Night,689,33.0,300,,
03/07/2023,Rajdhani Night,569,9.0,379,,
04/07/2023,Rajdhani Night,560,11.0,128,,
05/07/2023,Rajdhani Night,890,72.0,246,,
06/07/2023,Rajdhani Night,579,14.0,167,,
07/07/2023,Rajdhani Night,660,20.0,127,,
10/07/2023,Rajdhani Night,346,39.0,568,,
11/07/2023,Rajdhani Night,245,13.0,148,,
12/07/2023,Rajdhani Night,110,27.0,133,,
13/07/2023,Rajdhani Night,190,7.0,377,,
14/07/2023,Rajdhani Night,188,78.0,260,,
17/07/2023,Rajdhani Night,256,37.0,269,,
18/07/2023,Rajdhani Night,346,39.0,667,,
19/07/2023,Rajdhani Night,670,30.0,460,,
20/07/2023,Rajdhani Night,478,93.0,120,,
21/07/2023,Rajdhani Night,577,91.0,489,,
24/07/2023,Rajdhani Night,240,68.0,800,,
25/07/2023,Rajdhani Night,468,89.0,568,,
26/07/2023,Rajdhani Night,366,57.0,467,,
27/07/2023,Rajdhani Night,267,56.0,178,,
28/07/2023,Rajdhani Night,568,99.0,144,,
31/07/2023,Rajdhani Night,356,49.0,135,,
01/08/2023,Rajdhani Night,279,81.0,245,,
02/08/2023,Rajdhani Night,670,33.0,157,,
03/08/2023,Rajdhani Night,160,71.0,290,,
04/08/2023,Rajdhani Night,450,91.0,128,,
07/08/2023,Rajdhani Night,144,99.0,135,,
08/08/2023,Rajdhani Night,269,76.0,457,,
09/08/2023,Rajdhani Night,188,70.0,136,,
10/08/2023,Rajdhani Night,159,55.0,366,,
11/08/2023,Rajdhani Night,133,78.0,567,,
14/08/2023,Rajdhani Night,235,6.0,790,,
16/08/2023,Rajdhani Night,140,52.0,147,,
17/08/2023,Rajdhani Night,400,44.0,680,,
18/08/2023,Rajdhani Night,488,9.0,577,,
21/08/2023,Rajdhani Night,357,58.0,288,,
22/08/2023,Rajdhani Night,880,65.0,159,,
23/08/2023,Rajdhani Night,690,59.0,270,,
24/08/2023,Rajdhani Night,160,78.0,369,,
25/08/2023,Rajdhani Night,456,53.0,580,,
28/08/2023,Rajdhani Night,236,11.0,560,,
29/08/2023,Rajdhani Night,270,96.0,790,,
30/08/2023,Rajdhani Night,349,68.0,189,,
31/08/2023,Rajdhani Night,148,36.0,169,,
01/09/2023,Rajdhani Night,299,4.0,248,,
04/09/2023,Rajdhani Night,400,43.0,256,,
05/09/2023,Rajdhani Night,180,99.0,478,,
06/09/2023,Rajdhani Night,134,86.0,556,,
07/09/2023,Rajdhani Night,790,67.0,188,,
08/09/2023,Rajdhani Night,900,99.0,469,,
11/09/2023,Rajdhani Night,566,72.0,138,,
12/09/2023,Rajdhani Night,114,61.0,579,,
13/09/2023,Rajdhani Night,450,94.0,149,,
14/09/2023,Rajdhani Night,469,99.0,126,,
15/09/2023,Rajdhani Night,145,1.0,579,,
18/09/2023,Rajdhani Night,289,98.0,990,,
19/09/2023,Rajdhani Night,128,16.0,448,,
20/09/2023,Rajdhani Night,468,87.0,269,,
21/09/2023,Rajdhani Night,236,12.0,156,,
22/09/2023,Rajdhani Night,225,96.0,457,,
25/09/2023,Rajdhani Night,129,20.0,578,,
26/09/2023,Rajdhani Night,114,63.0,238,,
27/09/2023,Rajdhani Night,180,99.0,568,,
28/09/2023,Rajdhani Night,338,45.0,780,,
29/09/2023,Rajdhani Night,279,81.0,245,,
02/10/2023,Rajdhani Night,559,94.0,112,,
03/10/2023,Rajdhani Night,340,73.0,689,,
04/10/2023,Rajdhani Night,158,47.0,223,,
05/10/2023,Rajdhani Night,258,53.0,247,,
06/10/2023,Rajdhani Night,357,53.0,599,,
09/10/2023,Rajdhani Night,144,91.0,678,,
10/10/2023,Rajdhani Night,370,4.0,158,,
11/10/2023,Rajdhani Night,400,41.0,137,,
12/10/2023,Rajdhani Night,390,27.0,467,,
13/10/2023,Rajdhani Night,259,65.0,447,,
16/10/2023,Rajdhani Night,445,37.0,368,,
17/10/2023,Rajdhani Night,190,2.0,246,,
18/10/2023,Rajdhani Night,126,91.0,560,,
19/10/2023,Rajdhani Night,440,89.0,270,,
20/10/2023,Rajdhani Night,130,49.0,180,,
23/10/2023,Rajdhani Night,445,33.0,247,,
24/10/2023,Rajdhani Night,130,40.0,190,,
25/10/2023,Rajdhani Night,880,61.0,470,,
26/10/2023,Rajdhani Night,399,12.0,138,,
27/10/2023,Rajdhani Night,168,53.0,238,,
30/10/2023,Rajdhani Night,146,16.0,556,,
31/10/2023,Rajdhani Night,145,2.0,589,,
01/11/2023,Rajdhani Night,170,84.0,158,,
02/11/2023,Rajdhani Night,235,1.0,470,,
03/11/2023,Rajdhani Night,480,20.0,136,,
06/11/2023,Rajdhani Night,779,38.0,350,,
07/11/2023,Rajdhani Night,256,34.0,590,,
08/11/2023,Rajdhani Night,347,42.0,237,,
09/11/2023,Rajdhani Night,447,56.0,150,,
20/11/2023,Rajdhani Night,258,54.0,130,,
21/11/2023,Rajdhani Night,135,93.0,148,,
22/11/2023,Rajdhani Night,589,29.0,478,,
23/11/2023,Rajdhani Night,780,51.0,335,,
24/11/2023,Rajdhani Night,136,8.0,468,,
27/11/2023,Rajdhani Night,345,24.0,149,,
28/11/2023,Rajdhani Night,158,49.0,289,,
