Market,Date,Open,Jodi,Close,Patti,Posted,day_of_week,is_weekend,open_sum,close_sum,mirror_open,mirror_close,reverse_jodi,is_holiday,prev_jodi_distance
Kalyan,25/03/2025,677,0,334,,,Tuesday,False,20.0,10.0,322,665,0,False,58.0
Main Bazar,25/03/2025,457,67,890,,,Tuesday,False,16.0,17.0,542,109,76,False,3.0
Milan Day,25/03/2025,788,37,250,,,Tuesday,False,23.0,7.0,211,749,73,False,5.0
Milan Night,25/03/2025,199,90,370,,,Tuesday,False,19.0,10.0,800,629,9,False,46.0
Rajdhani Day,25/03/2025,357,52,110,,,Tuesday,False,15.0,2.0,642,889,25,False,49.0
Rajdhani Night,25/03/2025,120,36,457,,,Tuesday,False,3.0,16.0,879,542,63,False,41.0
Time Bazar,25/03/2025,233,80,145,,,Tuesday,False,8.0,10.0,766,854,8,False,22.0
Rajdhani Day,25/04/2018,126,90,127,,,Wednesday,False,9.0,10.0,873,872,9,False,38.0
Rajdhani Day,25/04/2019,460,5,447,,,Thursday,False,10.0,15.0,539,552,50,False,85.0
Rajdhani Day,25/04/2020,590,41,380,,,Saturday,True,14.0,11.0,409,619,14,False,36.0
Time Bazar,25/04/2021,478,92,156,,,Sunday,True,19.0,12.0,521,843,29,False,12.0
Kalyan,25/04/2022,280,7,269,,,Monday,False,10.0,17.0,719,730,70,False,7.0
Main Bazar,25/04/2022,179,78,990,,,Monday,False,17.0,18.0,820,9,87,False,11.0
Milan Night,25/04/2022,460,6,466,,,Monday,False,10.0,16.0,539,533,60,False,84.0
Rajdhani Day,25/04/2022,680,48,567,,,Monday,False,14.0,18.0,319,432,84,False,7.0
Rajdhani Night,25/04/2022,889,57,115,,,Monday,False,25.0,7.0,110,884,75,False,21.0
Time Bazar,25/04/2022,113,55,690,,,Monday,False,5.0,15.0,886,309,55,False,37.0
Kalyan,25/04/2023,266,41,128,,,Tuesday,False,14.0,11.0,733,871,14,False,34.0
Main Bazar,25/04/2023,160,72,336,,,Tuesday,False,7.0,12.0,839,663,27,False,6.0
Milan Day,25/04/2023,245,10,389,,,Tuesday,False,11.0,20.0,754,610,1,False,27.0
Milan Night,25/04/2023,499,21,245,,,Tuesday,False,22.0,11.0,500,754,12,False,15.0
Rajdhani Day,25/04/2023,350,89,180,,,Tuesday,False,8.0,9.0,649,819,98,False,41.0
Rajdhani Night,25/04/2023,228,22,147,,,Tuesday,False,12.0,12.0,771,852,22,False,35.0
Time Bazar,25/04/2023,260,88,125,,,Tuesday,False,8.0,8.0,739,874,88,False,33.0
Kalyan,25/04/2024,160,78,468,,,Thursday,False,7.0,18.0,839,531,87,False,37.0
Main Bazar,25/04/2024,233,87,160,,,Thursday,False,8.0,7.0,766,839,78,False,15.0
Milan Day,25/04/2024,226,6,240,,,Thursday,False,10.0,6.0,773,759,60,False,4.0
Milan Night,25/04/2024,148,31,669,,,Thursday,False,13.0,21.0,851,330,13,False,10.0
Rajdhani Day,25/04/2024,125,84,680,,,Thursday,False,8.0,14.0,874,319,48,False,5.0
Rajdhani Night,25/04/2024,446,48,279,,,Thursday,False,14.0,18.0,553,720,84,False,26.0
Time Bazar,25/04/2024,489,12,200,,,Thursday,False,21.0,2.0,510,799,21,False,76.0
Kalyan,25/04/2025,490,34,789,,,Friday,False,13.0,24.0,509,210,43,False,44.0
Main Bazar,25/04/2025,460,0,136,,,Friday,False,10.0,10.0,539,863,0,False,87.0
Milan Day,25/04/2025,134,85,230,,,Friday,False,8.0,5.0,865,769,58,False,79.0
Milan Night,25/04/2025,235,5,690,,,Friday,False,10.0,15.0,764,309,50,False,26.0
Rajdhani Day,25/04/2025,120,31,669,,,Friday,False,3.0,21.0,879,330,13,False,53.0
Rajdhani Night,25/04/2025,257,44,239,,,Friday,False,14.0,14.0,742,760,44,False,4.0
Time Bazar,25/04/2025,225,99,469,,,Friday,False,9.0,19.0,774,530,99,False,87.0
Rajdhani Day,25/05/2018,229,35,177,,,Friday,False,13.0,15.0,770,822,53,False,4.0
Rajdhani Day,25/05/2019,116,85,267,,,Saturday,True,8.0,15.0,883,732,58,False,50.0
Rajdhani Day,25/05/2020,334,0,244,,,Monday,False,10.0,10.0,665,755,0,False,85.0
Kalyan,25/05/2021,256,32,390,,,Tuesday,False,13.0,12.0,743,609,23,False,2.0
Rajdhani Day,25/05/2021,369,83,148,,,Tuesday,False,18.0,13.0,630,851,38,False,83.0
Rajdhani Night,25/05/2021,780,58,134,,,Tuesday,False,15.0,8.0,219,865,85,False,14.0
Time Bazar,25/05/2021,146,14,338,,,Tuesday,False,11.0,14.0,853,661,41,False,85.0
Kalyan,25/05/2022,146,12,480,,,Wednesday,False,11.0,12.0,853,519,21,False,20.0
Main Bazar,25/05/2022,389,2,156,,,Wednesday,False,20.0,12.0,610,843,20,False,2.0
Milan Night,25/05/2022,459,81,100,,,Wednesday,False,18.0,1.0,540,899,18,False,76.0
Rajdhani Day,25/05/2022,469,91,227,,,Wednesday,False,19.0,11.0,530,772,19,False,8.0
Rajdhani Night,25/05/2022,569,6,114,,,Wednesday,False,20.0,6.0,430,885,60,False,52.0
Time Bazar,25/05/2022,790,60,145,,,Wednesday,False,16.0,10.0,209,854,6,False,46.0
Kalyan,25/05/2023,799,56,240,,,Thursday,False,25.0,6.0,200,759,65,False,44.0
Main Bazar,25/05/2023,790,61,399,,,Thursday,False,16.0,21.0,209,600,16,False,59.0
Milan Day,25/05/2023,279,80,578,,,Thursday,False,18.0,20.0,720,421,8,False,5.0
Milan Night,25/05/2023,358,68,233,,,Thursday,False,16.0,8.0,641,766,86,False,13.0
Rajdhani Day,25/05/2023,479,8,990,,,Thursday,False,20.0,18.0,520,9,80,False,83.0
Rajdhani Night,25/05/2023,245,17,359,,,Thursday,False,11.0,17.0,754,640,71,False,11.0
Time Bazar,25/05/2023,167,46,259,,,Thursday,False,14.0,16.0,832,740,64,False,14.0
Kalyan,25/05/2024,347,42,147,,,Saturday,True,14.0,12.0,652,852,24,False,14.0
Milan Day,25/05/2024,238,38,170,,,Saturday,True,13.0,8.0,761,829,83,False,42.0
Milan Night,25/05/2024,249,57,250,,,Saturday,True,15.0,7.0,750,749,75,False,11.0
Rajdhani Day,25/05/2024,110,22,156,,,Saturday,True,2.0,12.0,889,843,22,False,14.0
Time Bazar,25/05/2024,380,14,699,,,Saturday,True,11.0,24.0,619,300,41,False,32.0
Rajdhani Day,25/06/2018,800,87,179,,,Monday,False,8.0,17.0,199,820,78,False,65.0
Rajdhani Day,25/06/2019,267,54,167,,,Tuesday,False,15.0,14.0,732,832,45,False,33.0
Kalyan,25/06/2020,346,39,478,,,Thursday,False,13.0,19.0,653,521,93,False,3.0
Rajdhani Day,25/06/2020,189,82,246,,,Thursday,False,18.0,12.0,810,753,28,False,28.0
Kalyan,25/06/2021,337,32,589,,,Friday,False,13.0,22.0,662,410,23,False,7.0
Rajdhani Day,25/06/2021,160,76,240,,,Friday,False,7.0,6.0,839,759,67,False,6.0
Rajdhani Night,25/06/2021,235,7,467,,,Friday,False,10.0,17.0,764,532,70,False,10.0
Time Bazar,25/06/2021,488,9,559,,,Friday,False,20.0,19.0,511,440,90,False,5.0
Milan Night,25/06/2022,447,51,137,,,Saturday,True,15.0,11.0,552,862,15,False,6.0
Rajdhani Day,25/06/2022,559,99,126,,,Saturday,True,19.0,9.0,440,873,99,False,23.0
Time Bazar,25/06/2022,233,84,347,,,Saturday,True,8.0,14.0,766,652,48,False,75.0
Kalyan,25/06/2024,660,26,268,,,Tuesday,False,12.0,16.0,339,731,62,False,6.0
Main Bazar,25/06/2024,270,93,445,,,Tuesday,False,9.0,13.0,729,554,39,False,32.0
Milan Day,25/06/2024,880,66,123,,,Tuesday,False,16.0,6.0,119,876,66,False,28.0
Milan Night,25/06/2024,170,86,790,,,Tuesday,False,8.0,16.0,829,209,68,False,35.0
Rajdhani Day,25/06/2024,158,46,448,,,Tuesday,False,14.0,16.0,841,551,64,False,53.0
Rajdhani Night,25/06/2024,900,93,580,,,Tuesday,False,9.0,13.0,99,419,39,False,86.0
Time Bazar,25/06/2024,470,10,244,,,Tuesday,False,11.0,10.0,529,755,1,False,74.0
Rajdhani Day,25/07/2018,459,89,478,,,Wednesday,False,18.0,19.0,540,521,98,False,43.0
Rajdhani Day,25/07/2019,239,40,118,,,Thursday,False,14.0,10.0,760,881,4,False,49.0
Rajdhani Day,25/07/2020,790,68,378,,,Saturday,True,16.0,18.0,209,621,86,False,28.0
Time Bazar,25/07/2021,113,54,220,,,Sunday,True,5.0,4.0,886,779,45,False,44.0
Kalyan,25/07/2022,660,22,589,,,Monday,False,12.0,22.0,339,410,22,False,4.0
Main Bazar,25/07/2022,577,99,568,,,Monday,False,19.0,19.0,422,431,99,False,6.0
Milan Night,25/07/2022,560,13,788,,,Monday,False,11.0,23.0,439,211,31,False,73.0
Rajdhani Day,25/07/2022,460,5,159,,,Monday,False,10.0,15.0,539,840,50,False,63.0
Rajdhani Night,25/07/2022,700,77,340,,,Monday,False,7.0,7.0,299,659,77,False,16.0
Time Bazar,25/07/2022,347,43,355,,,Monday,False,14.0,13.0,652,644,34,False,11.0
Kalyan,25/07/2023,379,92,237,,,Tuesday,False,19.0,12.0,620,762,29,False,70.0
Main Bazar,25/07/2023,270,94,266,,,Tuesday,False,9.0,14.0,729,733,49,False,5.0
Milan Day,25/07/2023,446,42,679,,,Tuesday,False,14.0,22.0,553,320,24,False,24.0
Milan Night,25/07/2023,550,4,266,,,Tuesday,False,10.0,14.0,449,733,40,False,9.0
Rajdhani Day,25/07/2023,134,89,360,,,Tuesday,False,8.0,9.0,865,639,98,False,84.0
Rajdhani Night,25/07/2023,468,89,568,,,Tuesday,False,18.0,19.0,531,431,98,False,12.0
Time Bazar,25/07/2023,339,52,778,,,Tuesday,False,15.0,22.0,660,221,25,False,9.0
Kalyan,25/07/2024,346,31,560,,,Thursday,False,13.0,11.0,653,439,13,False,61.0
Main Bazar,25/07/2024,125,82,778,,,Thursday,False,8.0,22.0,874,221,28,False,12.0
Milan Day,25/07/2024,369,89,568,,,Thursday,False,18.0,19.0,630,431,98,False,47.0
Milan Night,25/07/2024,789,41,236,,,Thursday,False,24.0,11.0,210,763,14,False,37.0
Rajdhani Day,25/07/2024,158,41,678,,,Thursday,False,14.0,21.0,841,321,14,False,48.0
Rajdhani Night,25/07/2024,400,45,140,,,Thursday,False,4.0,5.0,599,859,54,False,44.0
Time Bazar,25/07/2024,333,92,589,,,Thursday,False,9.0,22.0,666,410,29,False,40.0
Rajdhani Day,25/08/2018,589,25,799,,,Saturday,True,22.0,25.0,410,200,52,False,16.0
Rajdhani Day,25/08/2020,160,78,260,,,Tuesday,False,7.0,8.0,839,739,87,False,53.0
Kalyan,25/08/2021,479,7,458,,,Wednesday,False,20.0,17.0,520,541,70,False,24.0
Rajdhani Day,25/08/2021,268,65,140,,,Wednesday,False,16.0,5.0,731,859,56,False,13.0
Rajdhani Night,25/08/2021,550,2,480,,,Wednesday,False,10.0,12.0,449,519,20,False,43.0
Time Bazar,25/08/2021,178,62,228,,,Wednesday,False,16.0,12.0,821,771,26,False,30.0
Kalyan,25/08/2022,569,7,278,,,Thursday,False,20.0,17.0,430,721,70,False,0.0
Main Bazar,25/08/2022,133,79,900,,,Thursday,False,7.0,9.0,866,99,97,False,3.0
Milan Day,25/08/2022,125,86,880,,,Thursday,False,8.0,16.0,874,119,68,False,3.0
Milan Night,25/08/2022,358,65,159,,,Thursday,False,16.0,15.0,641,840,56,False,24.0
Rajdhani Day,25/08/2022,680,43,247,,,Thursday,False,14.0,13.0,319,752,34,False,22.0
Rajdhani Night,25/08/2022,790,62,499,,,Thursday,False,16.0,22.0,209,500,26,False,60.0
Time Bazar,25/08/2022,566,71,399,,,Thursday,False,17.0,21.0,433,600,17,False,9.0
Kalyan,25/08/2023,269,76,367,,,Friday,False,17.0,16.0,730,632,67,False,69.0
Main Bazar,25/08/2023,590,44,257,,,Friday,False,14.0,14.0,409,742,44,False,35.0
Milan Day,25/08/2023,559,98,567,,,Friday,False,19.0,18.0,440,432,89,False,12.0
Milan Night,25/08/2023,770,47,133,,,Friday,False,14.0,7.0,229,866,74,False,18.0
Rajdhani Day,25/08/2023,260,81,245,,,Friday,False,8.0,11.0,739,754,18,False,38.0
Rajdhani Night,25/08/2023,456,53,580,,,Friday,False,15.0,13.0,543,419,35,False,9.0
Time Bazar,25/08/2023,113,59,360,,,Friday,False,5.0,9.0,886,639,95,False,12.0
Rajdhani Day,25/09/2018,366,58,170,,,Tuesday,False,15.0,8.0,633,829,85,False,23.0
Rajdhani Day,25/09/2019,257,43,238,,,Wednesday,False,14.0,13.0,742,761,34,False,15.0
Rajdhani Day,25/09/2020,456,53,256,,,Friday,False,15.0,13.0,543,743,35,False,10.0
Kalyan,25/09/2021,379,94,590,,,Saturday,True,19.0,14.0,620,409,49,False,18.0
Rajdhani Day,25/09/2021,360,94,266,,,Saturday,True,9.0,14.0,639,733,49,False,41.0
Time Bazar,25/09/2021,250,75,258,,,Saturday,True,7.0,15.0,749,741,57,False,16.0
Kalyan,25/09/2023,368,78,990,,,Monday,False,17.0,18.0,631,9,87,False,16.0
Main Bazar,25/09/2023,790,69,469,,,Monday,False,16.0,19.0,209,530,96,False,25.0
Milan Day,25/09/2023,235,2,237,,,Monday,False,10.0,12.0,764,762,20,False,96.0
Milan Night,25/09/2023,458,73,247,,,Monday,False,17.0,13.0,541,752,37,False,26.0
Rajdhani Day,25/09/2023,180,97,467,,,Monday,False,9.0,17.0,819,532,79,False,3.0
Rajdhani Night,25/09/2023,129,20,578,,,Monday,False,12.0,20.0,870,421,2,False,33.0
Time Bazar,25/09/2023,158,46,178,,,Monday,False,14.0,16.0,841,821,64,False,29.0
Kalyan,25/09/2024,247,34,248,,,Wednesday,False,13.0,14.0,752,751,43,False,44.0
Main Bazar,25/09/2024,256,38,459,,,Wednesday,False,13.0,18.0,743,540,83,False,31.0
Milan Day,25/09/2024,560,11,335,,,Wednesday,False,11.0,11.0,439,664,11,False,9.0
Milan Night,25/09/2024,688,23,580,,,Wednesday,False,22.0,13.0,311,419,32,False,50.0
Rajdhani Day,25/09/2024,389,5,348,,,Wednesday,False,20.0,15.0,610,651,50,False,92.0
Rajdhani Night,25/09/2024,568,90,578,,,Wednesday,False,19.0,20.0,431,421,9,False,70.0
Time Bazar,25/09/2024,467,71,560,,,Wednesday,False,17.0,11.0,532,439,17,False,25.0
Rajdhani Day,25/10/2018,566,77,250,,,Thursday,False,17.0,7.0,433,749,77,False,72.0
Kalyan,25/10/2021,667,94,130,,,Monday,False,19.0,4.0,332,869,49,False,60.0
Rajdhani Day,25/10/2021,145,0,370,,,Monday,False,10.0,10.0,854,629,0,False,77.0
Rajdhani Night,25/10/2021,347,41,146,,,Monday,False,14.0,11.0,652,853,14,False,49.0
Time Bazar,25/10/2021,899,62,499,,,Monday,False,26.0,22.0,100,500,26,False,9.0
Kalyan,25/10/2023,689,39,379,,,Wednesday,False,23.0,19.0,310,620,93,False,55.0
Main Bazar,25/10/2023,246,24,130,,,Wednesday,False,12.0,4.0,753,869,42,False,14.0
Milan Day,25/10/2023,170,83,148,,,Wednesday,False,8.0,13.0,829,851,38,False,72.0
Milan Night,25/10/2023,334,2,778,,,Wednesday,False,10.0,22.0,665,221,20,False,21.0
Rajdhani Day,25/10/2023,139,35,348,,,Wednesday,False,13.0,15.0,860,651,53,False,35.0
Rajdhani Night,25/10/2023,880,61,470,,,Wednesday,False,16.0,11.0,119,529,16,False,20.0
Time Bazar,25/10/2023,668,1,560,,,Wednesday,False,20.0,11.0,331,439,10,False,61.0
Kalyan,25/10/2024,470,19,379,,,Friday,False,11.0,19.0,529,620,91,False,20.0
Main Bazar,25/10/2024,478,99,135,,,Friday,False,19.0,9.0,521,864,99,False,75.0
Milan Day,25/10/2024,290,15,140,,,Friday,False,11.0,5.0,709,859,51,False,68.0
Milan Night,25/10/2024,577,90,190,,,Friday,False,19.0,10.0,422,809,9,False,88.0
Rajdhani Day,25/10/2024,350,80,488,,,Friday,False,8.0,20.0,649,511,8,False,45.0
Rajdhani Night,25/10/2024,560,18,990,,,Friday,False,11.0,18.0,439,9,81,False,43.0
Time Bazar,25/10/2024,157,38,125,,,Friday,False,13.0,8.0,842,874,83,False,37.0
Rajdhani Day,25/11/2019,125,83,120,,,Monday,False,8.0,3.0,874,879,38,False,3.0
Rajdhani Day,25/11/2020,235,4,446,,,Wednesday,False,10.0,14.0,764,553,40,False,79.0
Kalyan,25/11/2021,247,39,270,,,Thursday,False,13.0,9.0,752,729,93,False,20.0
Rajdhani Day,25/11/2021,590,45,690,,,Thursday,False,14.0,15.0,409,309,54,False,41.0
Rajdhani Night,25/11/2021,488,1,100,,,Thursday,False,20.0,1.0,511,899,10,False,17.0
Time Bazar,25/11/2021,139,31,137,,,Thursday,False,13.0,11.0,860,862,13,False,7.0
Kalyan,25/11/2022,368,74,130,,,Friday,False,17.0,4.0,631,869,47,False,35.0
Main Bazar,25/11/2022,224,81,399,,,Friday,False,8.0,21.0,775,600,18,False,18.0
Milan Day,25/11/2022,137,17,359,,,Friday,False,11.0,17.0,862,640,71,False,2.0
Milan Night,25/11/2022,157,32,147,,,Friday,False,13.0,12.0,842,852,23,False,58.0
Rajdhani Day,25/11/2022,579,16,169,,,Friday,False,21.0,16.0,420,830,61,False,29.0
Rajdhani Night,25/11/2022,124,71,146,,,Friday,False,7.0,11.0,875,853,17,False,70.0
Time Bazar,25/11/2022,159,56,330,,,Friday,False,15.0,6.0,840,669,65,False,25.0
Kalyan,25/11/2023,179,70,389,,,Saturday,True,17.0,20.0,820,610,7,False,4.0
Milan Day,25/11/2023,134,89,478,,,Saturday,True,8.0,19.0,865,521,98,False,72.0
Milan Night,25/11/2023,669,15,348,,,Saturday,True,21.0,15.0,330,651,51,False,17.0
Rajdhani Day,25/11/2023,167,40,677,,,Saturday,True,14.0,20.0,832,322,4,False,24.0
Time Bazar,25/11/2023,248,43,229,,,Saturday,True,14.0,13.0,751,770,34,False,13.0
Kalyan,25/11/2024,379,90,280,,,Monday,False,19.0,10.0,620,719,9,False,20.0
Main Bazar,25/11/2024,246,21,290,,,Monday,False,12.0,11.0,753,709,12,False,60.0
Milan Day,25/11/2024,155,10,299,,,Monday,False,11.0,20.0,844,700,1,False,79.0
Milan Night,25/11/2024,568,92,778,,,Monday,False,19.0,22.0,431,221,29,False,77.0
Rajdhani Day,25/11/2024,368,77,160,,,Monday,False,17.0,7.0,631,839,77,False,37.0
Rajdhani Night,25/11/2024,339,50,569,,,Monday,False,15.0,20.0,660,430,5,False,21.0
Time Bazar,25/11/2024,600,63,346,,,Monday,False,6.0,13.0,399,653,36,False,20.0
Rajdhani Day,25/12/2018,178,69,270,,,Tuesday,False,16.0,9.0,821,729,96,False,8.0
Rajdhani Day,25/12/2019,680,49,117,,,Wednesday,False,14.0,9.0,319,882,94,False,20.0
Rajdhani Day,25/12/2020,346,37,278,,,Friday,False,13.0,17.0,653,721,73,False,12.0
Kalyan,25/12/2021,356,41,678,,,Saturday,True,14.0,21.0,643,321,14,False,49.0
Rajdhani Day,25/12/2021,899,60,190,,,Saturday,True,26.0,10.0,100,809,6,False,23.0
Time Bazar,25/12/2021,129,27,890,,,Saturday,True,12.0,17.0,870,109,72,False,36.0
Kalyan,25/12/2023,158,48,288,,,Monday,False,14.0,18.0,841,711,84,False,7.0
Main Bazar,25/12/2023,157,39,234,,,Monday,False,13.0,9.0,842,765,93,False,18.0
Milan Day,25/12/2023,380,11,380,,,Monday,False,11.0,11.0,619,619,11,False,1.0
Milan Night,25/12/2023,400,42,778,,,Monday,False,4.0,22.0,599,221,24,False,50.0
Rajdhani Day,25/12/2023,137,14,239,,,Monday,False,11.0,14.0,862,760,41,False,46.0
Rajdhani Night,25/12/2023,445,37,179,,,Monday,False,13.0,17.0,554,820,73,False,13.0
Time Bazar,25/12/2023,670,37,890,,,Monday,False,13.0,17.0,329,109,73,False,10.0
Kalyan,25/12/2024,199,92,345,,,Wednesday,False,19.0,12.0,800,654,29,False,44.0
Main Bazar,25/12/2024,267,53,490,,,Wednesday,False,15.0,13.0,732,509,35,False,14.0
Milan Day,25/12/2024,134,89,900,,,Wednesday,False,8.0,9.0,865,99,98,False,78.0
Milan Night,25/12/2024,116,82,589,,,Wednesday,False,8.0,22.0,883,410,28,False,40.0
Rajdhani Day,25/12/2024,180,94,356,,,Wednesday,False,9.0,14.0,819,643,49,False,80.0
Rajdhani Night,25/12/2024,468,89,450,,,Wednesday,False,18.0,9.0,531,549,98,False,52.0
Time Bazar,25/12/2024,239,49,478,,,Wednesday,False,14.0,19.0,760,521,94,False,12.0
Rajdhani Day,26/02/2018,135,94,446,,,Monday,False,9.0,14.0,864,553,49,False,0.0
Rajdhani Day,26/02/2019,558,82,679,,,Tuesday,False,18.0,22.0,441,320,28,False,12.0
Rajdhani Day,26/02/2020,459,87,458,,,Wednesday,False,18.0,17.0,540,541,78,False,5.0
Kalyan,26/02/2021,770,48,233,,,Friday,False,14.0,8.0,229,766,84,False,44.0
Rajdhani Day,26/02/2021,190,6,790,,,Friday,False,10.0,16.0,809,209,60,False,81.0
Rajdhani Night,26/02/2021,267,58,468,,,Friday,False,15.0,18.0,732,531,85,False,31.0
Time Bazar,26/02/2021,889,59,225,,,Friday,False,25.0,9.0,110,774,95,False,10.0
Kalyan,26/02/2022,124,74,158,,,Saturday,True,7.0,14.0,875,841,47,False,26.0
Milan Night,26/02/2022,123,67,368,,,Saturday,True,6.0,17.0,876,631,76,False,15.0
Rajdhani Day,26/02/2022,149,40,569,,,Saturday,True,14.0,20.0,850,430,4,False,34.0
Time Bazar,26/02/2022,456,50,235,,,Saturday,True,15.0,10.0,543,764,5,False,9.0
Kalyan,26/02/2024,779,32,390,,,Monday,False,23.0,12.0,220,609,23,False,42.0
Main Bazar,26/02/2024,249,50,190,,,Monday,False,15.0,10.0,750,809,5,False,3.0
Milan Day,26/02/2024,144,97,223,,,Monday,False,9.0,7.0,855,776,79,False,8.0
Milan Night,26/02/2024,460,1,155,,,Monday,False,10.0,11.0,539,844,10,False,66.0
Rajdhani Day,26/02/2024,289,93,120,,,Monday,False,19.0,3.0,710,879,39,False,53.0
Rajdhani Night,26/02/2024,346,38,459,,,Monday,False,13.0,18.0,653,540,83,False,20.0
Time Bazar,26/02/2024,349,65,159,,,Monday,False,16.0,15.0,650,840,56,False,15.0
Kalyan,26/02/2025,136,6,457,,,Wednesday,False,10.0,16.0,863,542,60,False,26.0
Main Bazar,26/02/2025,568,97,458,,,Wednesday,False,19.0,17.0,431,541,79,False,47.0
Milan Day,26/02/2025,690,50,389,,,Wednesday,False,15.0,20.0,309,610,5,False,47.0
Milan Night,26/02/2025,556,65,230,,,Wednesday,False,16.0,5.0,443,769,56,False,64.0
Rajdhani Day,26/02/2025,113,50,460,,,Wednesday,False,5.0,10.0,886,539,5,False,43.0
Rajdhani Night,26/02/2025,118,6,123,,,Wednesday,False,10.0,6.0,881,876,60,False,32.0
Time Bazar,26/02/2025,169,63,157,,,Wednesday,False,16.0,13.0,830,842,36,False,2.0
Rajdhani Day,26/03/2018,369,82,129,,,Monday,False,18.0,12.0,630,870,28,False,32.0
Rajdhani Day,26/03/2019,270,98,440,,,Tuesday,False,9.0,8.0,729,559,89,False,16.0
Rajdhani Day,26/03/2020,459,84,167,,,Thursday,False,18.0,14.0,540,832,48,False,14.0
Kalyan,26/03/2021,788,33,300,,,Friday,False,23.0,3.0,211,699,33,False,27.0
Rajdhani Day,26/03/2021,290,17,250,,,Friday,False,11.0,7.0,709,749,71,False,67.0
Rajdhani Night,26/03/2021,178,68,233,,,Friday,False,16.0,8.0,821,766,86,False,62.0
Time Bazar,26/03/2021,334,9,450,,,Friday,False,10.0,9.0,665,549,90,False,54.0
Kalyan,26/03/2022,130,47,278,,,Saturday,True,4.0,17.0,869,721,74,False,14.0
Milan Night,26/03/2022,160,74,248,,,Saturday,True,7.0,14.0,839,751,47,False,9.0
Rajdhani Day,26/03/2022,440,89,360,,,Saturday,True,8.0,9.0,559,639,98,False,72.0
Time Bazar,26/03/2022,357,59,126,,,Saturday,True,15.0,9.0,642,873,95,False,50.0
Kalyan,26/03/2024,577,97,250,,,Tuesday,False,19.0,7.0,422,749,79,False,50.0
Main Bazar,26/03/2024,470,12,589,,,Tuesday,False,11.0,22.0,529,410,21,False,85.0
Milan Day,26/03/2024,577,94,347,,,Tuesday,False,19.0,14.0,422,652,49,False,44.0
Milan Night,26/03/2024,157,37,340,,,Tuesday,False,13.0,7.0,842,659,73,False,37.0
Rajdhani Day,26/03/2024,590,45,140,,,Tuesday,False,14.0,5.0,409,859,54,False,44.0
Rajdhani Night,26/03/2024,128,18,116,,,Tuesday,False,11.0,8.0,871,883,81,False,50.0
Time Bazar,26/03/2024,467,71,290,,,Tuesday,False,17.0,11.0,532,709,17,False,12.0
Kalyan,26/03/2025,470,10,550,,,Wednesday,False,11.0,10.0,529,449,1,False,87.0
Main Bazar,26/03/2025,577,93,599,,,Wednesday,False,19.0,23.0,422,400,39,False,81.0
Milan Day,26/03/2025,346,38,170,,,Wednesday,False,13.0,8.0,653,829,83,False,56.0
Milan Night,26/03/2025,112,46,349,,,Wednesday,False,4.0,16.0,887,650,64,False,9.0
Rajdhani Day,26/03/2025,144,90,190,,,Wednesday,False,9.0,10.0,855,809,9,False,45.0
Rajdhani Night,26/03/2025,570,21,399,,,Wednesday,False,12.0,21.0,429,600,12,False,3.0
Time Bazar,26/03/2025,347,49,135,,,Wednesday,False,14.0,9.0,652,864,94,False,22.0
Rajdhani Day,26/04/2018,190,3,779,,,Thursday,False,10.0,23.0,809,220,30,False,87.0
Rajdhani Day,26/04/2019,220,45,249,,,Friday,False,4.0,15.0,779,750,54,False,42.0
Kalyan,26/04/2021,460,8,288,,,Monday,False,10.0,18.0,539,711,80,False,2.0
Rajdhani Day,26/04/2021,567,80,244,,,Monday,False,18.0,10.0,432,755,8,False,35.0
Rajdhani Night,26/04/2021,388,93,148,,,Monday,False,19.0,13.0,611,851,39,False,72.0
Time Bazar,26/04/2021,123,65,456,,,Monday,False,6.0,15.0,876,543,56,False,16.0
Kalyan,26/04/2022,370,4,455,,,Tuesday,False,10.0,14.0,629,544,40,False,4.0
Main Bazar,26/04/2022,190,3,238,,,Tuesday,False,10.0,13.0,809,761,30,False,90.0
Milan Night,26/04/2022,338,49,667,,,Tuesday,False,14.0,19.0,661,332,94,False,3.0
Rajdhani Day,26/04/2022,569,9,126,,,Tuesday,False,20.0,9.0,430,873,90,False,71.0
Rajdhani Night,26/04/2022,258,50,389,,,Tuesday,False,15.0,20.0,741,610,5,False,43.0
Time Bazar,26/04/2022,567,81,380,,,Tuesday,False,18.0,11.0,432,619,18,False,16.0
Kalyan,26/04/2023,480,28,378,,,Wednesday,False,12.0,18.0,519,621,82,False,24.0
Main Bazar,26/04/2023,138,26,150,,,Wednesday,False,12.0,6.0,861,849,62,False,23.0
Milan Day,26/04/2023,130,45,357,,,Wednesday,False,4.0,15.0,869,642,54,False,7.0
Milan Night,26/04/2023,670,34,680,,,Wednesday,False,13.0,14.0,329,319,43,False,15.0
Rajdhani Day,26/04/2023,248,43,157,,,Wednesday,False,14.0,13.0,751,842,34,False,34.0
Rajdhani Night,26/04/2023,245,12,228,,,Wednesday,False,11.0,12.0,754,771,21,False,38.0
Time Bazar,26/04/2023,770,47,566,,,Wednesday,False,14.0,17.0,229,433,74,False,34.0
Kalyan,26/04/2024,358,67,890,,,Friday,False,16.0,17.0,641,109,76,False,39.0
Main Bazar,26/04/2024,344,14,257,,,Friday,False,11.0,14.0,655,742,41,False,12.0
Milan Day,26/04/2024,445,31,119,,,Friday,False,13.0,11.0,554,880,13,False,14.0
