Market,Date,Open_Pred,Open_Act,Close_Pred,Close_Act,Jodi_Pred,Jodi_Act,Open_Match,Close_Match,Jodi_Match,Patti_Match,Model
Kalyan,24/05/2025,"6,8",2,"9,0",6,"60,89,65,28,48,18,33,49,02,74",26,False,False,False,False,N/A
Milan Night,24/05/2025,"8,4",7,"1,5",7,"85,81,62,44,27,68,75,57,60,90",77,False,False,False,False,N/A
Time Bazar,24/05/2025,"5,3",5,"2,6",4,"53,54,52,56,63,57,51,33,59,23",54,True,False,True,False,N/A
Milan Day,24/05/2025,"1,3",6,"2,4",7,"31,41,21,32,30,33,51,11,61,37",67,False,False,False,False,N/A
Rajdhani Day,24/05/2025,"2,7",9,"3,5",4,"72,52,62,82,32,22,42,92,73,77",94,False,False,False,False,N/A
Kalyan,24/05/2025,"3,8",2,"7,2",6,"83,73,63,82,93,87,84,43,33,23",26,False,False,False,False,N/A
Milan Night,24/05/2025,"4,7",7,"6,2",7,"74,84,64,24,72,73,34,94,71,76",77,True,False,False,False,N/A
Time Bazar,24/05/2025,"0,7",5,"0,0",4,"00,80,22,63,40,96,82,76,03,19",54,False,False,False,False,N/A
Milan Day,24/05/2025,"0,2",6,"9,9",7,"99,11,26,29,23,94,07,63,83,50",67,False,False,False,False,N/A
Rajdhani Day,24/05/2025,"7,2",9,"5,5",4,"25,75,85,34,71,60,29,03,31,40",94,False,False,False,False,N/A
Kalyan,24/05/2025,"5,0",2,"5,6",6,"05,36,55,32,85,19,57,60,63,53",26,False,True,False,False,N/A
Milan Night,24/05/2025,"4,2",7,"1,2",7,"41,02,26,91,39,33,25,37,14,29",77,False,False,False,False,N/A
Time Bazar,24/05/2025,"9,9",5,"4,5",4,"95,94,51,62,46,78,03,00,31,37",54,False,True,False,False,N/A
Milan Day,24/05/2025,"8,9",6,"3,2",7,"83,65,98,58,21,43,11,62,12,56",67,False,False,False,False,N/A
Rajdhani Day,24/05/2025,"9,6",9,"5,1",4,"94,69,65,46,81,91,38,03,83,44",94,True,False,True,False,N/A
Kalyan,24/05/2025,"3,8",2,"5,8",6,"38,85,30,80,94,37,83,07,04,44",26,False,False,False,False,N/A
Milan Night,24/05/2025,"7,0",7,"2,6",7,"76,06,77,12,52,65,57,54,39,59",77,True,False,True,False,N/A
Time Bazar,24/05/2025,"5,8",5,"2,7",4,"57,03,87,62,49,56,12,55,05,02",54,True,False,False,False,N/A
Milan Day,24/05/2025,"8,2",6,"8,8",7,"88,28,05,01,13,42,71,04,12,29",67,False,False,False,False,N/A
Rajdhani Day,24/05/2025,"1,0",9,"4,1",4,"14,01,69,52,92,89,05,18,54,76",94,False,True,False,False,N/A
Kalyan,24/05/2025,"6,8",2,"9,0",6,"60,89,65,28,48,18,33,49,02,74",26,False,False,False,False,N/A
Milan Night,24/05/2025,"8,4",7,"1,5",7,"85,81,62,44,27,68,75,57,60,90",77,False,False,False,False,N/A
Time Bazar,24/05/2025,"5,3",5,"2,6",4,"53,54,52,56,63,57,51,33,59,23",54,True,False,True,False,N/A
Milan Day,24/05/2025,"1,3",6,"2,4",7,"31,41,21,32,30,33,51,11,61,37",67,False,False,False,False,N/A
Rajdhani Day,24/05/2025,"2,7",9,"3,5",4,"72,52,62,82,32,22,42,92,73,77",94,False,False,False,False,N/A
Kalyan,24/05/2025,"3,8",2,"7,2",6,"83,73,63,82,93,87,84,43,33,23",26,False,False,False,False,N/A
Milan Night,24/05/2025,"4,7",7,"6,2",7,"74,84,64,24,72,73,34,94,71,76",77,True,False,False,False,N/A
Time Bazar,24/05/2025,"0,7",5,"0,0",4,"00,80,22,63,40,96,82,76,03,19",54,False,False,False,False,N/A
Milan Day,24/05/2025,"0,2",6,"9,9",7,"99,11,26,29,23,94,07,63,83,50",67,False,False,False,False,N/A
Rajdhani Day,24/05/2025,"7,2",9,"5,5",4,"25,75,85,34,71,60,29,03,31,40",94,False,False,False,False,N/A
Kalyan,24/05/2025,"5,0",2,"5,6",6,"05,36,55,32,85,19,57,60,63,53",26,False,True,False,False,N/A
Milan Night,24/05/2025,"4,2",7,"1,2",7,"41,02,26,91,39,33,25,37,14,29",77,False,False,False,False,N/A
Time Bazar,24/05/2025,"9,9",5,"4,5",4,"95,94,51,62,46,78,03,00,31,37",54,False,True,False,False,N/A
Milan Day,24/05/2025,"8,9",6,"3,2",7,"83,65,98,58,21,43,11,62,12,56",67,False,False,False,False,N/A
Rajdhani Day,24/05/2025,"9,6",9,"5,1",4,"94,69,65,46,81,91,38,03,83,44",94,True,False,True,False,N/A
Kalyan,24/05/2025,"3,8",2,"5,8",6,"38,85,30,80,94,37,83,07,04,44",26,False,False,False,False,N/A
Milan Night,24/05/2025,"7,0",7,"2,6",7,"76,06,77,12,52,65,57,54,39,59",77,True,False,True,False,N/A
Time Bazar,24/05/2025,"5,8",5,"2,7",4,"57,03,87,62,49,56,12,55,05,02",54,True,False,False,False,N/A
Milan Day,24/05/2025,"8,2",6,"8,8",7,"88,28,05,01,13,42,71,04,12,29",67,False,False,False,False,N/A
Rajdhani Day,24/05/2025,"1,0",9,"4,1",4,"14,01,69,52,92,89,05,18,54,76",94,False,True,False,False,N/A
Kalyan,24/05/2025,"6,8",2,"9,0",6,"60,89,65,28,48,18,33,49,02,74",26,False,False,False,False,N/A
Milan Night,24/05/2025,"8,4",7,"1,5",7,"85,81,62,44,27,68,75,57,60,90",77,False,False,False,False,N/A
Time Bazar,24/05/2025,"5,3",5,"2,6",4,"53,54,52,56,63,57,51,33,59,23",54,True,False,True,False,N/A
Milan Day,24/05/2025,"1,3",6,"2,4",7,"31,41,21,32,30,33,51,11,61,37",67,False,False,False,False,N/A
Rajdhani Day,24/05/2025,"2,7",9,"3,5",4,"72,52,62,82,32,22,42,92,73,77",94,False,False,False,False,N/A
Kalyan,24/05/2025,"3,8",2,"7,2",6,"83,73,63,82,93,87,84,43,33,23",26,False,False,False,False,N/A
Milan Night,24/05/2025,"4,7",7,"6,2",7,"74,84,64,24,72,73,34,94,71,76",77,True,False,False,False,N/A
Time Bazar,24/05/2025,"0,7",5,"0,0",4,"00,80,22,63,40,96,82,76,03,19",54,False,False,False,False,N/A
Milan Day,24/05/2025,"0,2",6,"9,9",7,"99,11,26,29,23,94,07,63,83,50",67,False,False,False,False,N/A
Rajdhani Day,24/05/2025,"7,2",9,"5,5",4,"25,75,85,34,71,60,29,03,31,40",94,False,False,False,False,N/A
Kalyan,24/05/2025,"5,0",2,"5,6",6,"05,36,55,32,85,19,57,60,63,53",26,False,True,False,False,N/A
Milan Night,24/05/2025,"4,2",7,"1,2",7,"41,02,26,91,39,33,25,37,14,29",77,False,False,False,False,N/A
Time Bazar,24/05/2025,"9,9",5,"4,5",4,"95,94,51,62,46,78,03,00,31,37",54,False,True,False,False,N/A
Milan Day,24/05/2025,"8,9",6,"3,2",7,"83,65,98,58,21,43,11,62,12,56",67,False,False,False,False,N/A
Rajdhani Day,24/05/2025,"9,6",9,"5,1",4,"94,69,65,46,81,91,38,03,83,44",94,True,False,True,False,N/A
Kalyan,24/05/2025,"3,8",2,"5,8",6,"38,85,30,80,94,37,83,07,04,44",26,False,False,False,False,N/A
Milan Night,24/05/2025,"7,0",7,"2,6",7,"76,06,77,12,52,65,57,54,39,59",77,True,False,True,False,N/A
Time Bazar,24/05/2025,"5,8",5,"2,7",4,"57,03,87,62,49,56,12,55,05,02",54,True,False,False,False,N/A
Milan Day,24/05/2025,"8,2",6,"8,8",7,"88,28,05,01,13,42,71,04,12,29",67,False,False,False,False,N/A
Rajdhani Day,24/05/2025,"1,0",9,"4,1",4,"14,01,69,52,92,89,05,18,54,76",94,False,True,False,False,N/A
Kalyan,24/05/2025,"6,8",2,"9,0",6,"60,89,65,28,48,18,33,49,02,74",26,False,False,False,False,N/A
Milan Night,24/05/2025,"8,4",7,"1,5",7,"85,81,62,44,27,68,75,57,60,90",77,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,3",8,"2,6",0,"53,54,52,56,63,57,51,33,59,23",80,False,False,False,False,N/A
Time Bazar,26/05/2025,"0,7",8,"0,0",0,"00,80,22,63,40,96,82,76,03,19",80,False,True,True,False,N/A
Time Bazar,26/05/2025,"9,9",8,"4,5",0,"95,94,51,62,46,78,03,00,31,37",80,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,8",8,"2,7",0,"57,03,87,62,49,56,12,55,05,02",80,True,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Time Bazar,26/05/2025,"5,3",8,"2,6",0,"53,54,52,56,63,57,51,33,59,23",80,False,False,False,False,N/A
Time Bazar,26/05/2025,"0,7",8,"0,0",0,"00,80,22,63,40,96,82,76,03,19",80,False,True,True,False,N/A
Time Bazar,26/05/2025,"9,9",8,"4,5",0,"95,94,51,62,46,78,03,00,31,37",80,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,8",8,"2,7",0,"57,03,87,62,49,56,12,55,05,02",80,True,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Time Bazar,26/05/2025,"5,3",8,"2,6",0,"53,54,52,56,63,57,51,33,59,23",80,False,False,False,False,N/A
Time Bazar,26/05/2025,"0,7",8,"0,0",0,"00,80,22,63,40,96,82,76,03,19",80,False,True,True,False,N/A
Time Bazar,26/05/2025,"9,9",8,"4,5",0,"95,94,51,62,46,78,03,00,31,37",80,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,8",8,"2,7",0,"57,03,87,62,49,56,12,55,05,02",80,True,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Time Bazar,26/05/2025,"5,3",8,"2,6",0,"53,54,52,56,63,57,51,33,59,23",80,False,False,False,False,N/A
Time Bazar,26/05/2025,"0,7",8,"0,0",0,"00,80,22,63,40,96,82,76,03,19",80,False,True,True,False,N/A
Time Bazar,26/05/2025,"9,9",8,"4,5",0,"95,94,51,62,46,78,03,00,31,37",80,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,8",8,"2,7",0,"57,03,87,62,49,56,12,55,05,02",80,True,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Time Bazar,26/05/2025,"5,3",8,"2,6",0,"53,54,52,56,63,57,51,33,59,23",80,False,False,False,False,N/A
Time Bazar,26/05/2025,"0,7",8,"0,0",0,"00,80,22,63,40,96,82,76,03,19",80,False,True,True,False,N/A
Time Bazar,26/05/2025,"9,9",8,"4,5",0,"95,94,51,62,46,78,03,00,31,37",80,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,8",8,"2,7",0,"57,03,87,62,49,56,12,55,05,02",80,True,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Time Bazar,26/05/2025,"5,3",8,"2,6",0,"53,54,52,56,63,57,51,33,59,23",80,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"2,7",4,"3,5",0,"72,52,62,82,32,22,42,92,73,77",40,False,False,False,False,N/A
Time Bazar,26/05/2025,"0,7",8,"0,0",0,"00,80,22,63,40,96,82,76,03,19",80,False,True,True,False,N/A
Rajdhani Day,26/05/2025,"7,2",4,"5,5",0,"25,75,85,34,71,60,29,03,31,40",40,False,False,True,False,N/A
Time Bazar,26/05/2025,"9,9",8,"4,5",0,"95,94,51,62,46,78,03,00,31,37",80,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"9,6",4,"5,1",0,"94,69,65,46,81,91,38,03,83,44",40,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,8",8,"2,7",0,"57,03,87,62,49,56,12,55,05,02",80,True,False,False,False,N/A
Rajdhani Day,26/05/2025,"1,0",4,"4,1",0,"14,01,69,52,92,89,05,18,54,76",40,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,3",8,"2,6",0,"53,54,52,56,63,57,51,33,59,23",80,False,False,False,False,N/A
Milan Day,26/05/2025,"1,3",1,"2,4",7,"31,41,21,32,30,33,51,11,61,37",17,True,False,False,False,N/A
Rajdhani Day,26/05/2025,"2,7",4,"3,5",0,"72,52,62,82,32,22,42,92,73,77",40,False,False,False,False,N/A
Time Bazar,26/05/2025,"0,7",8,"0,0",0,"00,80,22,63,40,96,82,76,03,19",80,False,True,True,False,N/A
Milan Day,26/05/2025,"0,2",1,"9,9",7,"99,11,26,29,23,94,07,63,83,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"7,2",4,"5,5",0,"25,75,85,34,71,60,29,03,31,40",40,False,False,True,False,N/A
Time Bazar,26/05/2025,"9,9",8,"4,5",0,"95,94,51,62,46,78,03,00,31,37",80,False,False,False,False,N/A
Milan Day,26/05/2025,"8,9",1,"3,2",7,"83,65,98,58,21,43,11,62,12,56",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"9,6",4,"5,1",0,"94,69,65,46,81,91,38,03,83,44",40,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,8",8,"2,7",0,"57,03,87,62,49,56,12,55,05,02",80,True,False,False,False,N/A
Milan Day,26/05/2025,"8,2",1,"8,8",7,"88,28,05,01,13,42,71,04,12,29",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"1,0",4,"4,1",0,"14,01,69,52,92,89,05,18,54,76",40,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,3",8,"2,6",0,"53,54,52,56,63,57,51,33,59,23",80,False,False,False,False,N/A
Milan Day,26/05/2025,"1,3",1,"2,4",7,"31,41,21,32,30,33,51,11,61,37",17,True,False,False,False,N/A
Rajdhani Day,26/05/2025,"2,7",4,"3,5",0,"72,52,62,82,32,22,42,92,73,77",40,False,False,False,False,N/A
Time Bazar,26/05/2025,"0,7",8,"0,0",0,"00,80,22,63,40,96,82,76,03,19",80,False,True,True,False,N/A
Milan Day,26/05/2025,"0,2",1,"9,9",7,"99,11,26,29,23,94,07,63,83,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"7,2",4,"5,5",0,"25,75,85,34,71,60,29,03,31,40",40,False,False,True,False,N/A
Time Bazar,26/05/2025,"9,9",8,"4,5",0,"95,94,51,62,46,78,03,00,31,37",80,False,False,False,False,N/A
Milan Day,26/05/2025,"8,9",1,"3,2",7,"83,65,98,58,21,43,11,62,12,56",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"9,6",4,"5,1",0,"94,69,65,46,81,91,38,03,83,44",40,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,8",8,"2,7",0,"57,03,87,62,49,56,12,55,05,02",80,True,False,False,False,N/A
Milan Day,26/05/2025,"8,2",1,"8,8",7,"88,28,05,01,13,42,71,04,12,29",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"1,0",4,"4,1",0,"14,01,69,52,92,89,05,18,54,76",40,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,3",8,"2,6",0,"53,54,52,56,63,57,51,33,59,23",80,False,False,False,False,N/A
Milan Day,26/05/2025,"1,3",1,"2,4",7,"31,41,21,32,30,33,51,11,61,37",17,True,False,False,False,N/A
Rajdhani Day,26/05/2025,"2,7",4,"3,5",0,"72,52,62,82,32,22,42,92,73,77",40,False,False,False,False,N/A
Kalyan,26/05/2025,"3,8",3,"7,2",0,"83,73,63,82,93,87,84,43,33,23",30,True,False,False,False,N/A
Time Bazar,26/05/2025,"0,7",8,"0,0",0,"00,80,22,63,40,96,82,76,03,19",80,False,True,True,False,N/A
Milan Day,26/05/2025,"0,2",1,"9,9",7,"99,11,26,29,23,94,07,63,83,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"7,2",4,"5,5",0,"25,75,85,34,71,60,29,03,31,40",40,False,False,True,False,N/A
Kalyan,26/05/2025,"5,0",3,"5,6",0,"05,36,55,32,85,19,57,60,63,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"9,9",8,"4,5",0,"95,94,51,62,46,78,03,00,31,37",80,False,False,False,False,N/A
Milan Day,26/05/2025,"8,9",1,"3,2",7,"83,65,98,58,21,43,11,62,12,56",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"9,6",4,"5,1",0,"94,69,65,46,81,91,38,03,83,44",40,False,False,False,False,N/A
Kalyan,26/05/2025,"3,8",3,"5,8",0,"38,85,30,80,94,37,83,07,04,44",30,True,False,True,False,N/A
Time Bazar,26/05/2025,"5,8",8,"2,7",0,"57,03,87,62,49,56,12,55,05,02",80,True,False,False,False,N/A
Milan Day,26/05/2025,"8,2",1,"8,8",7,"88,28,05,01,13,42,71,04,12,29",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"1,0",4,"4,1",0,"14,01,69,52,92,89,05,18,54,76",40,False,False,False,False,N/A
Kalyan,26/05/2025,"6,8",3,"9,0",0,"60,89,65,28,48,18,33,49,02,74",30,False,True,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"5,3",8,"2,6",0,"53,54,52,56,63,57,51,33,59,23",80,False,False,False,False,N/A
Milan Day,26/05/2025,"1,3",1,"2,4",7,"31,41,21,32,30,33,51,11,61,37",17,True,False,False,False,N/A
Rajdhani Day,26/05/2025,"2,7",4,"3,5",0,"72,52,62,82,32,22,42,92,73,77",40,False,False,False,False,N/A
Kalyan,26/05/2025,"3,8",3,"7,2",0,"83,73,63,82,93,87,84,43,33,23",30,True,False,False,False,N/A
Time Bazar,26/05/2025,"0,7",8,"0,0",0,"00,80,22,63,40,96,82,76,03,19",80,False,True,True,False,N/A
Milan Day,26/05/2025,"0,2",1,"9,9",7,"99,11,26,29,23,94,07,63,83,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"7,2",4,"5,5",0,"25,75,85,34,71,60,29,03,31,40",40,False,False,True,False,N/A
Kalyan,26/05/2025,"5,0",3,"5,6",0,"05,36,55,32,85,19,57,60,63,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"9,9",8,"4,5",0,"95,94,51,62,46,78,03,00,31,37",80,False,False,False,False,N/A
Milan Day,26/05/2025,"8,9",1,"3,2",7,"83,65,98,58,21,43,11,62,12,56",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"9,6",4,"5,1",0,"94,69,65,46,81,91,38,03,83,44",40,False,False,False,False,N/A
Kalyan,26/05/2025,"3,8",3,"5,8",0,"38,85,30,80,94,37,83,07,04,44",30,True,False,True,False,N/A
Time Bazar,26/05/2025,"5,8",8,"2,7",0,"57,03,87,62,49,56,12,55,05,02",80,True,False,False,False,N/A
Milan Day,26/05/2025,"8,2",1,"8,8",7,"88,28,05,01,13,42,71,04,12,29",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"1,0",4,"4,1",0,"14,01,69,52,92,89,05,18,54,76",40,False,False,False,False,N/A
Kalyan,26/05/2025,"6,8",3,"9,0",0,"60,89,65,28,48,18,33,49,02,74",30,False,True,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Time Bazar,26/05/2025,"8,5",8,"4,1",0,"81,54,55,44,01,25,41,79,40,95",80,True,False,False,False,N/A
Milan Day,26/05/2025,"0,0",1,"6,0",7,"06,02,60,94,98,13,62,49,48,50",17,False,False,False,False,N/A
Rajdhani Day,26/05/2025,"8,2",4,"3,1",0,"83,21,18,48,29,23,35,66,22,71",40,False,False,False,False,N/A
Kalyan,26/05/2025,"4,1",3,"4,8",0,"18,44,45,67,12,91,68,26,06,53",30,False,False,False,False,N/A
Milan Night,26/05/2025,"1,0",1,"5,9",8,"15,09,62,19,64,38,18,36,88,10",18,True,False,True,False,N/A
